@RELATION 'Music feature'
%rows=1
%columns=14720
%sample_rate=22050
%window_size=512
%step_size=512

@ATTRIBUTE 'Angles in phase domain' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
2.6930966,1093
2.6706314,1094
2.7173455,1095
2.7230814,1096
2.7067232,1097
2.7206943,1098
2.6736023,1099
2.7323344,1100
2.7731664,1101
2.72215,1102
2.7983844,1103
2.8060663,1104
2.7532532,1105
2.813488,1106
2.7677615,1107
2.8117895,1108
2.7839372,1109
2.7688982,1110
2.8047931,1111
2.8344095,1112
2.759611,1113
2.8016605,1114
2.8496473,1115
2.810292,1116
2.8090234,1117
2.7963202,1118
2.768349,1119
2.7297306,1120
2.7829926,1121
2.7267208,1122
2.7815263,1123
2.8405771,1124
2.8433788,1125
2.861652,1126
2.8692217,1127
2.8389013,1128
2.8416648,1129
2.8016527,1130
2.8197246,1131
2.782472,1132
2.79691,1133
2.8284764,1134
2.8459587,1135
2.8001747,1136
2.8647206,1137
2.8087506,1138
2.8719156,1139
2.9609344,1140
2.97174,1141
2.9813063,1142
2.9717286,1143
2.9741619,1144
2.9618335,1145
2.9217665,1146
2.9113712,1147
2.8566563,1148
2.826407,1149
2.8728428,1150
2.881323,1151
2.8648503,1152
2.8232865,1153
2.853162,1154
2.8331354,1155
2.8039832,1156
2.8363903,1157
2.8390117,1158
2.886151,1159
2.7307777,1160
2.6852183,1161
2.6815677,1162
2.6901326,1163
2.7848032,1164
2.63389,1165
2.6722536,1166
2.7352595,1167
2.7222252,1168
2.65768,1169
2.7101135,1170
2.698982,1171
2.754095,1172
2.7815971,1173
2.784647,1174
2.7697554,1175
2.7407892,1176
2.7182868,1177
2.7165253,1178
2.7424135,1179
2.6722999,1180
2.6676905,1181
2.7368217,1182
2.6951013,1183
2.7248027,1184
2.7258801,1185
2.670344,1186
2.7046556,1187
2.6540818,1188
2.6601558,1189
2.6461875,1190
2.692767,1191
2.8150835,1192
2.840067,1193
2.8073087,1194
2.852396,1195
2.8089888,1196
2.8177953,1197
2.7355022,1198
2.6418428,1199
2.6690283,1200
2.7110898,1201
2.8724802,1202
2.8573475,1203
2.8130229,1204
2.7765296,1205
2.857584,1206
2.87568,1207
2.808456,1208
2.7924175,1209
2.796902,1210
2.7936697,1211
2.83493,1212
2.8148205,1213
2.8740041,1214
2.8398082,1215
2.864382,1216
2.8537478,1217
2.8705177,1218
2.791063,1219
2.8746345,1220
2.9130561,1221
2.9216619,1222
2.9250555,1223
2.9245107,1224
2.926325,1225
2.9234443,1226
2.9292386,1227
2.9075325,1228
2.8756788,1229
2.8616886,1230
2.8015914,1231
2.770531,1232
2.8152428,1233
2.840521,1234
2.8981447,1235
2.874475,1236
2.9133277,1237
2.8859768,1238
2.891837,1239
2.84565,1240
2.7948778,1241
2.7857847,1242
2.7991674,1243
2.9129956,1244
2.9191604,1245
2.9159675,1246
2.920909,1247
2.8870335,1248
2.8923047,1249
2.8880649,1250
2.9122477,1251
2.915661,1252
2.8747213,1253
2.9077451,1254
2.9138637,1255
2.9121518,1256
2.8909807,1257
2.8714306,1258
2.9179568,1259
2.9151485,1260
2.9422166,1261
2.9051728,1262
2.887846,1263
2.9194248,1264
2.8580077,1265
2.8277087,1266
2.840729,1267
2.8065796,1268
2.8901904,1269
2.9143732,1270
2.9207366,1271
2.8876445,1272
2.9143517,1273
2.8868434,1274
2.8982673,1275
2.9297678,1276
2.9365115,1277
2.9396596,1278
2.9354713,1279
2.9401884,1280
2.9414203,1281
2.9367156,1282
2.9380438,1283
2.9395266,1284
2.9307156,1285
2.934046,1286
2.9227514,1287
2.9187386,1288
2.9205291,1289
2.9152138,1290
2.8923762,1291
2.8919103,1292
2.8946445,1293
2.8385608,1294
2.8436,1295
2.9039903,1296
2.898699,1297
2.9178617,1298
2.890607,1299
2.9003973,1300
2.905845,1301
2.8588066,1302
2.8798313,1303
2.8756115,1304
2.9210951,1305
2.9357867,1306
2.901207,1307
2.8966787,1308
2.9102578,1309
2.9010224,1310
2.8665152,1311
2.8245692,1312
2.8335896,1313
2.8267505,1314
2.8497736,1315
2.8725185,1316
2.9265978,1317
2.8907285,1318
2.9033468,1319
2.8954818,1320
2.8668954,1321
2.8127744,1322
2.7610347,1323
2.8119948,1324
2.7961025,1325
2.838155,1326
2.8721614,1327
2.8791883,1328
2.8206036,1329
2.8691592,1330
2.8148167,1331
2.8341079,1332
2.8609247,1333
2.8688679,1334
2.8803337,1335
2.9230819,1336
2.9083257,1337
2.955044,1338
2.9160945,1339
2.9346461,1340
2.9491885,1341
2.9435062,1342
2.9082408,1343
2.9312377,1344
2.9198055,1345
2.8968835,1346
2.894327,1347
2.8399446,1348
2.851161,1349
2.7980547,1350
2.853605,1351
2.879632,1352
2.7789865,1353
2.846599,1354
2.8479214,1355
2.8443584,1356
2.812547,1357
2.7812712,1358
2.707924,1359
2.863014,1360
2.84198,1361
2.8027225,1362
2.8227782,1363
2.8553476,1364
2.8074834,1365
2.8114555,1366
2.8473804,1367
2.8568916,1368
2.8551373,1369
2.8260174,1370
2.8057673,1371
2.8168302,1372
2.7881854,1373
2.7903767,1374
2.8411205,1375
2.750449,1376
2.7666655,1377
2.7930946,1378
2.7807689,1379
2.7688851,1380
2.7952974,1381
2.7261648,1382
2.723793,1383
2.7464783,1384
2.77431,1385
2.8384218,1386
2.8120158,1387
2.7936177,1388
2.805348,1389
2.780835,1390
2.6399562,1391
2.6401355,1392
2.6174312,1393
2.6015637,1394
2.6640265,1395
