@RELATION 'Music feature'
%rows=1
%columns=14720
%sample_rate=22050
%window_size=512
%step_size=512

@ATTRIBUTE 'Root mean square' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.0,1
7.136645101E-6,2
0.004314599257,3
0.002550755596,4
0.001275447325,5
0.004354364767,6
0.001739462216,7
0.002877828514,8
0.002161798566,9
0.001656041103,10
0.001280726732,11
0.002586068992,12
6.649524518E-4,13
0.001861282037,14
0.001900537728,15
0.001474913369,16
0.001227365878,17
0.001758931221,18
0.003460537848,19
0.00833300219,20
0.01042896678,21
0.009715405808,22
0.009155790891,23
0.007108911225,24
0.005011877654,25
0.005110613509,26
0.00497978539,27
0.005231312985,28
0.004933171128,29
0.004127225893,30
0.004834777962,31
0.003946799104,32
0.002828504454,33
0.001949922816,34
0.002549067444,35
0.003381846383,36
0.004131287859,37
0.002766212539,38
0.01465630674,39
0.0309487947,40
0.02692040837,41
0.02107800653,42
0.01671316533,43
0.01359988248,44
0.01059409915,45
0.004916438532,46
0.003028780446,47
0.002964316173,48
0.003740566222,49
0.004674613637,50
0.004865229509,51
0.01201697953,52
0.01362054512,53
0.01540189548,54
0.01541625621,55
0.01353485252,56
0.01069233309,57
0.009720591931,58
0.008549316694,59
0.008948582897,60
0.007054187806,61
0.02039266769,62
0.04998624304,63
0.05223922691,64
0.03673073855,65
0.02996840651,66
0.02258792502,67
0.01650819955,68
0.01092298096,69
0.008122264266,70
0.008745323792,71
0.01096091967,72
0.01180167231,73
0.03942854197,74
0.05086732258,75
0.04901892688,76
0.04610610258,77
0.0377977171,78
0.02745621427,79
0.02383171724,80
0.02668813469,81
0.0199624457,82
0.01973966709,83
0.01389758604,84
0.0238107785,85
0.04176408975,86
0.05635109225,87
0.03937265412,88
0.0317809078,89
0.01964169601,90
0.01014056229,91
0.01745903659,92
0.01746291298,93
0.01101667374,94
0.01316572522,95
0.01316936436,96
0.0120044203,97
0.01579016119,98
0.03900830558,99
0.04309474802,100
0.04168633523,101
0.04152977355,102
0.04235512231,103
0.03696728807,104
0.04044192603,105
0.03918479107,106
0.03706083792,107
0.03291347417,108
0.02930153298,109
0.02526670065,110
0.02343765212,111
0.02138610668,112
0.02096915388,113
0.01756995908,114
0.01325546304,115
0.01252854534,116
0.01399087197,117
0.01818985297,118
0.017455744,119
0.01844793272,120
0.01844801357,121
0.01937102356,122
0.01960303662,123
0.01782722166,124
0.01851728499,125
0.02607319158,126
0.05503277325,127
0.06546986001,128
0.06252594672,129
0.06056607264,130
0.07052337446,131
0.06844027719,132
0.06962129683,133
0.06779811015,134
0.06352383461,135
0.05510531787,136
0.05705208734,137
0.04609134513,138
0.04032679733,139
0.04152899194,140
0.03551469874,141
0.03224229006,142
0.02631181711,143
0.02378888823,144
0.02578504551,145
0.02757326703,146
0.02952696092,147
0.02912208669,148
0.03145149414,149
0.04062775885,150
0.07482815976,151
0.08250453312,152
0.08468027358,153
0.0759703991,154
0.07334977801,155
0.0726304674,156
0.07301695852,157
0.06592322406,158
0.06368728843,159
0.05607937046,160
0.04547374461,161
0.03904941554,162
0.03724916771,163
0.03541052179,164
0.03152451883,165
0.02987712737,166
0.03171385661,167
0.0317061457,168
0.03129181995,169
0.03236713471,170
0.03418094245,171
0.03424826224,172
0.03356365004,173
0.03415053923,174
0.04224470054,175
0.08223886653,176
0.09378345779,177
0.08166733646,178
0.07960153321,179
0.07409268592,180
0.06257292515,181
0.06677584099,182
0.06681870297,183
0.06087178126,184
0.05329350381,185
0.04850485139,186
0.03977798582,187
0.03568642238,188
0.03150914792,189
0.03142147966,190
0.02635355666,191
0.02121192531,192
0.02029699601,193
0.02024392778,194
0.01969202471,195
0.02187985739,196
0.02162923506,197
0.01928293792,198
0.02165958435,199
0.02029312869,200
0.02055079013,201
0.01984127843,202
0.01943959597,203
0.02373203952,204
0.04018085693,205
0.0550326657,206
0.04663061113,207
0.04589750442,208
0.04065916311,209
0.03666655785,210
0.03826300184,211
0.03575397777,212
0.03468494179,213
0.0365271202,214
0.03510969306,215
0.03109575287,216
0.03064502702,217
0.02981040287,218
0.0583039052,219
0.08917951834,220
0.07843009307,221
0.07579485748,222
0.0767363913,223
0.06667487875,224
0.06697235181,225
0.06846526704,226
0.06493620075,227
0.05225802354,228
0.04581904709,229
0.03959104935,230
0.05150058523,231
0.06477475082,232
0.08971208217,233
0.09109531311,234
0.08703402356,235
0.08619303858,236
0.07438967207,237
0.07014660317,238
0.05513080737,239
0.05515956954,240
0.04836403376,241
0.08919417084,242
0.1702286002,243
0.1589014758,244
0.1395292933,245
0.1269564491,246
0.1198484144,247
0.1165734418,248
0.09864727546,249
0.09200326625,250
0.08735987336,251
0.07881196916,252
0.06852059822,253
0.06396422205,254
0.05828031282,255
0.05145551792,256
0.04625967663,257
0.08879698189,258
0.07619859574,259
0.08402888919,260
0.04743031763,261
0.04785495357,262
0.04407764175,263
0.03911680692,264
0.04128521661,265
0.03666162329,266
0.04140372167,267
0.04282789251,268
0.0396702343,269
0.03968518966,270
0.04406615134,271
0.03033441875,272
0.03133628596,273
0.03159976835,274
0.02693682868,275
0.02276366337,276
0.02330428275,277
0.0216511181,278
0.02206922786,279
0.01770723589,280
0.01455999756,281
0.01708156628,282
0.01557279347,283
0.01542060135,284
0.01768351742,285
0.01443403686,286
0.02246200675,287
0.03910029334,288
0.04073160708,289
0.04399319146,290
0.04153626198,291
0.04158343462,292
0.04063801276,293
0.03940690739,294
0.03846307918,295
0.03198807278,296
0.03068299378,297
0.02710404624,298
0.02391633098,299
0.02586251533,300
0.02221479315,301
0.02657226963,302
0.02087233758,303
0.02373141929,304
0.02316219639,305
0.02226396004,306
0.02431048266,307
0.02285099278,308
0.02200337914,309
0.02410163302,310
0.01856137775,311
0.01908115609,312
0.01962181043,313
0.01642384084,314
0.02762659502,315
0.03430636888,316
0.02940266153,317
0.029712967,318
0.03095746966,319
0.02714658163,320
0.02939968423,321
0.02893735809,322
0.02692332838,323
0.02592200673,324
0.02480586622,325
0.02535069661,326
0.02424891675,327
0.02257932801,328
0.02046832263,329
0.01922247499,330
0.02041403342,331
0.0226780571,332
0.01918388792,333
0.01990215014,334
0.01737780435,335
0.01695159566,336
0.01924954597,337
0.01777889354,338
0.01657602028,339
0.01858279367,340
0.01943020092,341
0.01686046112,342
0.01796822469,343
0.01772896278,344
0.01717107225,345
0.01699242601,346
0.01536230653,347
0.01603296232,348
0.01491023713,349
0.01524600996,350
0.01609553831,351
0.01459931542,352
0.01445384043,353
0.0150065205,354
0.02124241643,355
0.02020227468,356
0.02369076433,357
0.03677483877,358
0.03545223994,359
0.03367435087,360
0.03054431692,361
0.02124378047,362
0.02180677965,363
0.02392865966,364
0.01968822061,365
0.0211158583,366
0.0188211822,367
0.01631532675,368
0.01879685163,369
0.01773378139,370
0.01656968812,371
0.01863980924,372
0.02632581073,373
0.06053333837,374
0.09488539571,375
0.07756220841,376
0.06568285181,377
0.05578677454,378
0.04583776279,379
0.04105666657,380
0.03030916076,381
0.03459189792,382
0.03527132966,383
0.04060426142,384
0.04670069296,385
0.04203833714,386
0.0452777602,387
0.0586673824,388
0.0789900716,389
0.09530988365,390
0.08297020801,391
0.07559491461,392
0.06711139328,393
0.06540512291,394
0.07973218698,395
0.08890258463,396
0.08802455705,397
0.0814131139,398
0.0748949003,399
0.06125153808,400
0.1173235736,401
0.1214406348,402
0.09527968826,403
0.08050139189,404
0.0665213403,405
0.1156833629,406
0.146726049,407
0.1534204798,408
0.1277376972,409
0.1162688203,410
0.1728405573,411
0.189243849,412
0.1769725972,413
0.1683108658,414
0.1576636257,415
0.1318234579,416
0.1267179619,417
0.1667587363,418
0.2917179593,419
0.2469700969,420
0.1988329413,421
0.1550976922,422
0.1225786063,423
0.09543785611,424
0.1110376863,425
0.1381543548,426
0.1152449959,427
0.118719304,428
0.1000577126,429
0.07598598484,430
0.1005875896,431
0.1514747832,432
0.1283548089,433
0.1027338033,434
0.08356518275,435
0.05286387672,436
0.06169127824,437
0.07852964737,438
0.1057526988,439
0.1282916216,440
0.1169009125,441
0.1063135219,442
0.1088310473,443
0.09988946533,444
0.1002540526,445
0.09816620477,446
0.09471610574,447
0.1299277444,448
0.1311696895,449
0.09317020464,450
0.08075382055,451
0.05925406702,452
0.08098991054,453
0.1049292805,454
0.08456723604,455
0.07434786584,456
0.06637782958,457
0.05774808716,458
0.06747625702,459
0.06276286884,460
0.06829343539,461
0.08654702875,462
0.08826004736,463
0.08458164456,464
0.08424548766,465
0.09269488137,466
0.09264028445,467
0.1007241618,468
0.1366281163,469
0.1347594622,470
0.1151131287,471
0.1157981327,472
0.09584879109,473
0.08322152136,474
0.08861438874,475
0.08210557461,476
0.07626628082,477
0.1167418684,478
0.1022269234,479
0.08995059625,480
0.08107782505,481
0.07450409405,482
0.06426850833,483
0.06242653066,484
0.05583147263,485
0.05968612819,486
0.08440357743,487
0.0996626691,488
0.09503978151,489
0.09187134316,490
0.08009410307,491
0.07830311821,492
0.09262175961,493
0.1554389035,494
0.1595679596,495
0.1510961095,496
0.1460277157,497
0.1400724485,498
0.1340412223,499
0.1272348537,500
0.1162201943,501
0.09338013309,502
0.08091871872,503
0.06725654161,504
0.09501052556,505
0.1088658467,506
0.09177836473,507
0.08951718108,508
0.09746355033,509
0.1055350907,510
0.09634657061,511
0.08244642186,512
0.07379535566,513
0.07045463184,514
0.06633439612,515
0.101803909,516
0.1069611737,517
0.10770222,518
0.1934314293,519
0.2260967739,520
0.1685763724,521
0.2019960897,522
0.2207423379,523
0.2085239677,524
0.1919775539,525
0.171292676,526
0.1640691373,527
0.2983215977,528
0.2658319438,529
0.2263765588,530
0.2246534469,531
0.3035824579,532
0.2142287125,533
0.1919471165,534
0.2330177635,535
0.2464846725,536
0.2269351207,537
0.2440245948,538
0.2534549557,539
0.2040054127,540
0.1406099196,541
0.2607544767,542
0.2478386734,543
0.1611937023,544
0.224277811,545
0.1796635444,546
0.1851140137,547
0.1632602352,548
0.1465719148,549
0.173308136,550
0.1273446153,551
0.1051757908,552
0.09915120677,553
0.09195728245,554
0.08351165168,555
0.07300971313,556
0.06817798892,557
0.05910282142,558
0.0562562984,559
0.05392010653,560
0.05356729737,561
0.05499972846,562
0.04849616418,563
0.04116705949,564
0.04068850708,565
0.04807140882,566
0.04001239644,567
0.03800553061,568
0.0340830024,569
0.03474901705,570
0.0340750169,571
0.03708771894,572
0.04024929235,573
0.04816432723,574
0.06907943885,575
0.06917179699,576
0.06996759062,577
0.06410336696,578
0.06471828669,579
0.0586665373,580
0.05170750092,581
0.04137827267,582
0.03528486204,583
0.06659263269,584
0.06605089068,585
0.05638475234,586
0.05192896241,587
0.03866162773,588
0.03582117162,589
0.03080549562,590
0.03209651599,591
0.02997048558,592
0.03217065522,593
0.03307018168,594
0.03227084593,595
0.03429522974,596
0.03139274243,597
0.02626693821,598
0.02717209512,599
0.02484565412,600
0.01890659056,601
0.01921696305,602
0.01934459599,603
0.02108109573,604
0.02185667463,605
0.01574167251,606
0.01944678813,607
0.01882557787,608
0.01546972808,609
0.01776013507,610
0.01827211927,611
0.01855637611,612
0.01961367461,613
0.01928969121,614
0.01921694838,615
0.03177337449,616
0.03735533907,617
0.04004155485,618
0.03977674388,619
0.0379321345,620
0.04038115328,621
0.03586132992,622
0.03689569336,623
0.03289197024,624
0.02819306637,625
0.02711329002,626
0.02526573202,627
0.0226372968,628
0.02025966437,629
0.01843879545,630
0.01846234452,631
0.0193373441,632
0.02072427904,633
0.01852467759,634
0.02065369396,635
0.02145378379,636
0.01955116089,637
0.02017582128,638
0.01814672519,639
0.01811524148,640
0.01744999777,641
0.01791523856,642
0.02377799698,643
0.03783837498,644
0.03670612209,645
0.03279554875,646
0.03332451859,647
0.0346863663,648
0.03301227633,649
0.02915193338,650
0.03191832075,651
0.02902065431,652
0.03001443877,653
0.02846178636,654
0.02471983623,655
0.02539264997,656
0.02287480436,657
0.0245144955,658
0.0195393438,659
0.01918400759,660
0.01905326663,661
0.01904462481,662
0.01813006778,663
0.01783169985,664
0.01739987386,665
0.01545846774,666
0.01759458923,667
0.01608555292,668
0.0166569823,669
0.01605931528,670
0.01650126573,671
0.01584484603,672
0.01437175051,673
0.01440983437,674
0.01354162121,675
0.01231361078,676
0.01340019337,677
0.0133803131,678
0.01210129903,679
0.01255550931,680
0.01147749088,681
0.01109438382,682
0.01240914791,683
0.01082534213,684
0.01147666349,685
0.01587041852,686
0.02308888078,687
0.02382022979,688
0.03199226096,689
0.037850283,690
0.03541783284,691
0.03133184156,692
0.02782242664,693
0.02118238263,694
0.02019223879,695
0.02248859517,696
0.01995584064,697
0.01916992882,698
0.01729449103,699
0.01656029295,700
0.01635271349,701
0.01540102026,702
0.01460070439,703
0.01343647485,704
0.01499270716,705
0.01447838063,706
0.01330041502,707
0.01899697675,708
0.01971366304,709
0.01840975761,710
0.01861078273,711
0.02021199874,712
0.02196442153,713
0.02028037328,714
0.02114483774,715
0.01929651815,716
0.02292361954,717
0.05646234228,718
0.09436374889,719
0.09135926064,720
0.08005958245,721
0.08148905945,722
0.06753986005,723
0.06688376258,724
0.0738397438,725
0.06263410318,726
0.06109892573,727
0.05950842345,728
0.05720211868,729
0.04588994462,730
0.04628348647,731
0.04377638447,732
0.03687564435,733
0.03527806617,734
0.02798432411,735
0.02748611131,736
0.02626866962,737
0.02618720289,738
0.02804374439,739
0.02509930804,740
0.1181928746,741
0.1509414336,742
0.1349676371,743
0.1333505048,744
0.1156885681,745
0.08545636701,746
0.08830686991,747
0.09133188201,748
0.06724431162,749
0.07347132624,750
0.06483213417,751
0.04803364296,752
0.05877148462,753
0.05536539343,754
0.05726610984,755
0.04857491215,756
0.04598189015,757
0.04469978046,758
0.03917109026,759
0.03678587834,760
0.03984549014,761
0.03833092141,762
0.03566166814,763
0.03817660661,764
0.04427948778,765
0.0467047423,766
0.07846707773,767
0.1214528781,768
0.1475899961,769
0.1351776525,770
0.1215565924,771
0.1107750763,772
0.1068071033,773
0.1114901185,774
0.1115136421,775
0.1178487383,776
0.1234633523,777
0.1164664917,778
0.1042163171,779
0.08742713285,780
0.08070909307,781
0.07198821487,782
0.06086710495,783
0.04848830785,784
0.04439301369,785
0.0382064647,786
0.03141498324,787
0.04010686314,788
0.03521299643,789
0.03258633092,790
0.0317686627,791
0.03180791765,792
0.03262124677,793
0.02996764124,794
0.02885234119,795
0.03044783075,796
0.03023032216,797
0.03135426637,798
0.03030963508,799
0.03232577274,800
0.05201657142,801
0.07638434936,802
0.0765862752,803
0.0865476222,804
0.08240007327,805
0.0808365581,806
0.08145309403,807
0.07803166813,808
0.07621362595,809
0.06531463925,810
0.06546181583,811
0.06564415968,812
0.05350983064,813
0.05444065859,814
0.05205894081,815
0.04661846778,816
0.04614790045,817
0.05368125943,818
0.05032889647,819
0.05132308314,820
