@RELATION 'Music feature'
%rows=1
%columns=9770
%sample_rate=22050
%window_size=512
%step_size=512

@ATTRIBUTE 'Angles in phase domain' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
1.5654643,1578
1.5791625,1579
1.3715737,1580
1.3056016,1581
1.3037663,1582
1.298924,1583
1.3313545,1584
1.4221998,1585
1.3566664,1586
1.339845,1587
1.5073748,1588
1.4783566,1589
1.422459,1590
1.43377,1591
1.5686795,1592
1.4155867,1593
1.2746035,1594
1.3109537,1595
1.2508842,1596
1.0474198,1597
0.9941565,1598
1.0703958,1599
0.9966369,1600
0.9304539,1601
1.2835531,1602
1.5520173,1603
1.4695756,1604
1.0490665,1605
1.3279198,1606
1.3615419,1607
1.4626896,1608
1.3258336,1609
1.1983706,1610
1.3862102,1611
1.3126004,1612
1.4326699,1613
1.3771799,1614
1.1058071,1615
1.3963771,1616
1.3157573,1617
1.3531147,1618
1.0977634,1619
1.4354349,1620
1.5540565,1621
1.6075646,1622
1.5889268,1623
1.509451,1624
1.1808661,1625
1.4340967,1626
1.3420763,1627
1.5220808,1628
1.4578228,1629
1.2946709,1630
1.2100304,1631
