@RELATION 'Music feature'
%rows=1
%columns=9770
%sample_rate=22050
%window_size=512
%step_size=512

@ATTRIBUTE 'Spectral centroid' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
2949.7625,1605
3720.5073,1606
3607.8145,1607
3883.4578,1608
3657.775,1609
3164.02,1610
3413.911,1611
2843.7786,1612
3352.8276,1613
4434.6006,1614
2707.5327,1615
3503.0437,1616
3418.9722,1617
3603.3132,1618
2937.2708,1619
2885.252,1620
2985.7407,1621
2970.624,1622
3364.018,1623
3916.7007,1624
2990.9167,1625
3532.4905,1626
2825.381,1627
3312.9639,1628
3324.6401,1629
2457.821,1630
2470.9841,1631
2651.6113,1632
2562.1128,1633
3017.6077,1634
3641.44,1635
2726.0837,1636
3572.567,1637
3433.7012,1638
3357.0583,1639
3846.2988,1640
2780.5935,1641
2932.9045,1642
3166.6997,1643
3257.1467,1644
3907.926,1645
2677.0457,1646
3294.7388,1647
2732.2876,1648
3356.8025,1649
3075.1506,1650
3497.2878,1651
2421.6348,1652
2964.8523,1653
2977.4612,1654
3380.659,1655
3782.8438,1656
2722.3696,1657
3372.355,1658
3491.1348,1659
3506.9927,1660
4088.6853,1661
2300.211,1662
3101.4692,1663
2664.8079,1664
2863.0637,1665
3257.2053,1666
2100.3289,1667
2709.9263,1668
