@RELATION 'Music feature'
%rows=1
%columns=9770
%sample_rate=22050
%window_size=512
%step_size=512

@ATTRIBUTE 'Zero-crossing rate' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.140625,503
0.1640625,504
0.23046875,505
0.201171875,506
0.080078125,507
0.0546875,508
0.103515625,509
0.1328125,510
0.130859375,511
0.09765625,512
0.0390625,513
0.126953125,514
0.150390625,515
0.1953125,516
0.248046875,517
0.048828125,518
0.16015625,519
0.23046875,520
0.2109375,521
0.2734375,522
0.044921875,523
0.10546875,524
0.076171875,525
0.17578125,526
0.10546875,527
0.189453125,528
0.0546875,529
0.1796875,530
0.1875,531
0.15625,532
0.236328125,533
0.046875,534
0.1484375,535
0.03125,536
0.04296875,537
0.18359375,538
0.107421875,539
0.19140625,540
0.123046875,541
0.166015625,542
0.244140625,543
0.087890625,544
0.11328125,545
0.189453125,546
0.20703125,547
0.22265625,548
0.125,549
0.05859375,550
0.1171875,551
0.138671875,552
0.087890625,553
0.171875,554
0.04296875,555
0.12109375,556
0.068359375,557
0.140625,558
0.203125,559
0.119140625,560
0.15625,561
0.177734375,562
0.212890625,563
0.185546875,564
0.185546875,565
0.083984375,566
0.09765625,567
0.076171875,568
0.095703125,569
0.078125,570
0.140625,571
0.087890625,572
0.109375,573
0.107421875,574
0.09765625,575
0.107421875,576
0.056640625,577
0.16015625,578
0.16796875,579
0.21875,580
0.302734375,581
0.080078125,582
0.138671875,583
0.140625,584
0.224609375,585
0.146484375,586
0.13671875,587
0.080078125,588
0.11328125,589
0.060546875,590
0.0703125,591
0.125,592
0.048828125,593
0.1484375,594
0.23046875,595
0.1953125,596
0.2890625,597
0.06640625,598
0.078125,599
0.076171875,600
0.029296875,601
0.109375,602
0.2265625,603
0.0546875,604
0.15234375,605
0.1953125,606
0.19140625,607
0.26171875,608
0.076171875,609
0.087890625,610
0.05078125,611
0.087890625,612
0.162109375,613
0.2109375,614
0.029296875,615
0.1796875,616
0.166015625,617
0.203125,618
0.244140625,619
0.0703125,620
0.080078125,621
0.07421875,622
0.05859375,623
0.125,624
0.146484375,625
0.07421875,626
0.17578125,627
0.123046875,628
0.212890625,629
0.205078125,630
0.060546875,631
0.1796875,632
0.150390625,633
0.1796875,634
0.216796875,635
0.201171875,636
0.0859375,637
0.07421875,638
0.126953125,639
0.177734375,640
0.1328125,641
0.056640625,642
0.072265625,643
0.111328125,644
0.12890625,645
0.19140625,646
0.091796875,647
0.142578125,648
0.166015625,649
0.22265625,650
0.22265625,651
0.11328125,652
0.12890625,653
0.115234375,654
0.076171875,655
0.125,656
0.140625,657
0.09375,658
0.078125,659
0.029296875,660
0.17578125,661
0.203125,662
0.044921875,663
0.123046875,664
0.138671875,665
0.203125,666
0.2578125,667
0.154296875,668
0.1015625,669
0.1796875,670
0.12109375,671
0.28125,672
0.166015625,673
0.056640625,674
0.052734375,675
0.0625,676
0.0703125,677
0.08203125,678
0.083984375,679
0.033203125,680
0.09765625,681
0.15625,682
0.251953125,683
0.185546875,684
0.041015625,685
0.1015625,686
0.076171875,687
0.11328125,688
0.162109375,689
0.10546875,690
0.14453125,691
0.087890625,692
0.17578125,693
0.2265625,694
0.15234375,695
0.056640625,696
0.12890625,697
0.123046875,698
0.189453125,699
0.263671875,700
0.05859375,701
0.091796875,702
0.150390625,703
0.126953125,704
0.134765625,705
0.125,706
0.068359375,707
0.068359375,708
0.076171875,709
0.138671875,710
0.2109375,711
0.05859375,712
0.099609375,713
0.0859375,714
0.12109375,715
0.212890625,716
0.09375,717
0.15625,718
0.103515625,719
0.16796875,720
0.1953125,721
0.158203125,722
0.07421875,723
0.1171875,724
0.130859375,725
0.2109375,726
0.23046875,727
0.03125,728
0.09375,729
0.076171875,730
0.146484375,731
0.232421875,732
0.087890625,733
0.13671875,734
0.205078125,735
0.203125,736
0.236328125,737
0.083984375,738
0.041015625,739
0.076171875,740
0.078125,741
0.197265625,742
0.259765625,743
0.06640625,744
0.1640625,745
0.119140625,746
0.181640625,747
0.248046875,748
0.0625,749
0.068359375,750
0.0625,751
0.1875,752
0.19140625,753
0.125,754
0.1171875,755
0.166015625,756
0.13671875,757
0.173828125,758
0.185546875,759
0.0859375,760
0.146484375,761
0.16796875,762
0.185546875,763
0.283203125,764
0.04296875,765
0.1640625,766
0.095703125,767
0.21484375,768
0.216796875,769
0.201171875,770
0.03515625,771
0.15625,772
0.150390625,773
0.154296875,774
0.220703125,775
0.283203125,776
0.2421875,777
0.23828125,778
0.130859375,779
0.22265625,780
0.248046875,781
0.14453125,782
0.125,783
0.107421875,784
0.158203125,785
0.10546875,786
0.2578125,787
0.26953125,788
0.24609375,789
0.3125,790
0.29296875,791
0.30859375,792
0.255859375,793
0.26171875,794
0.263671875,795
0.26171875,796
0.2578125,797
0.2265625,798
0.193359375,799
0.1875,800
0.23046875,801
0.1796875,802
0.150390625,803
0.158203125,804
0.1953125,805
0.17578125,806
0.171875,807
0.177734375,808
0.171875,809
0.123046875,810
0.0859375,811
0.150390625,812
0.1328125,813
0.201171875,814
0.216796875,815
0.224609375,816
0.20703125,817
0.212890625,818
0.189453125,819
0.234375,820
0.25,821
0.150390625,822
0.203125,823
0.14453125,824
0.130859375,825
0.193359375,826
0.16015625,827
0.1953125,828
0.240234375,829
0.08984375,830
0.201171875,831
0.1796875,832
0.318359375,833
0.298828125,834
0.08203125,835
0.21875,836
0.251953125,837
0.3359375,838
0.330078125,839
0.197265625,840
0.103515625,841
0.1796875,842
0.154296875,843
0.208984375,844
0.087890625,845
0.173828125,846
0.302734375,847
0.16015625,848
0.203125,849
0.146484375,850
0.029296875,851
0.140625,852
0.171875,853
0.099609375,854
0.1640625,855
0.033203125,856
0.09375,857
0.080078125,858
0.083984375,859
0.125,860
0.134765625,861
0.138671875,862
0.16796875,863
0.208984375,864
0.142578125,865
0.15234375,866
0.0703125,867
0.169921875,868
0.15234375,869
0.109375,870
0.18359375,871
0.06640625,872
0.05078125,873
0.080078125,874
0.1015625,875
0.203125,876
0.06640625,877
0.083984375,878
0.06640625,879
0.044921875,880
0.07421875,881
0.166015625,882
0.08203125,883
0.12890625,884
0.1953125,885
0.1640625,886
0.2109375,887
0.03515625,888
0.09765625,889
0.10546875,890
0.099609375,891
0.0390625,892
0.142578125,893
0.064453125,894
0.099609375,895
0.123046875,896
0.107421875,897
0.169921875,898
0.052734375,899
0.06640625,900
0.119140625,901
0.087890625,902
0.15234375,903
0.08203125,904
0.189453125,905
0.21875,906
0.28515625,907
0.205078125,908
0.12890625,909
0.0625,910
0.078125,911
0.126953125,912
0.181640625,913
0.203125,914
0.07421875,915
0.1171875,916
0.138671875,917
0.095703125,918
0.2578125,919
0.087890625,920
0.048828125,921
0.080078125,922
0.060546875,923
0.109375,924
0.111328125,925
0.0234375,926
0.220703125,927
0.119140625,928
0.16796875,929
0.171875,930
0.0625,931
0.1328125,932
0.072265625,933
0.0625,934
0.0859375,935
0.08203125,936
0.072265625,937
0.068359375,938
0.111328125,939
0.140625,940
0.130859375,941
0.05859375,942
0.056640625,943
0.056640625,944
0.0703125,945
0.13671875,946
0.0703125,947
0.1796875,948
0.25390625,949
0.291015625,950
0.15234375,951
0.080078125,952
0.0546875,953
0.10546875,954
0.111328125,955
0.140625,956
0.134765625,957
0.03125,958
0.08984375,959
0.068359375,960
0.166015625,961
0.201171875,962
0.1953125,963
0.033203125,964
0.076171875,965
0.1328125,966
0.109375,967
0.12890625,968
0.08203125,969
0.07421875,970
0.1796875,971
0.17578125,972
0.220703125,973
0.125,974
0.025390625,975
0.08984375,976
0.1015625,977
0.171875,978
0.1953125,979
0.0390625,980
0.05859375,981
0.06640625,982
0.158203125,983
0.169921875,984
0.154296875,985
0.03125,986
0.056640625,987
0.060546875,988
0.087890625,989
0.126953125,990
0.095703125,991
0.12890625,992
0.16015625,993
0.26171875,994
0.232421875,995
0.072265625,996
0.046875,997
0.09765625,998
0.275390625,999
0.287109375,1000
0.03515625,1001
0.119140625,1002
0.109375,1003
0.1953125,1004
0.19140625,1005
0.1484375,1006
0.052734375,1007
0.095703125,1008
0.18359375,1009
0.140625,1010
0.203125,1011
0.095703125,1012
0.13671875,1013
0.203125,1014
0.208984375,1015
0.251953125,1016
0.16015625,1017
0.18359375,1018
0.10546875,1019
0.1171875,1020
0.08203125,1021
0.197265625,1022
0.05859375,1023
0.099609375,1024
0.083984375,1025
0.091796875,1026
0.158203125,1027
0.048828125,1028
0.068359375,1029
0.08984375,1030
0.044921875,1031
0.14453125,1032
0.140625,1033
0.09765625,1034
0.298828125,1035
0.365234375,1036
0.267578125,1037
0.30078125,1038
0.08984375,1039
0.1484375,1040
0.130859375,1041
0.181640625,1042
0.19921875,1043
0.107421875,1044
0.041015625,1045
0.12109375,1046
0.08984375,1047
0.181640625,1048
0.212890625,1049
0.095703125,1050
0.076171875,1051
0.05078125,1052
0.08984375,1053
0.1484375,1054
0.140625,1055
0.107421875,1056
0.14453125,1057
0.201171875,1058
0.150390625,1059
0.18359375,1060
0.064453125,1061
0.14453125,1062
0.15625,1063
0.0546875,1064
0.05859375,1065
0.04296875,1066
0.107421875,1067
0.12890625,1068
0.1640625,1069
0.140625,1070
0.076171875,1071
0.115234375,1072
0.09765625,1073
0.171875,1074
0.162109375,1075
0.162109375,1076
0.087890625,1077
0.125,1078
0.171875,1079
0.1875,1080
0.1875,1081
0.083984375,1082
0.10546875,1083
0.203125,1084
0.265625,1085
0.19921875,1086
0.142578125,1087
0.255859375,1088
0.25390625,1089
0.306640625,1090
0.267578125,1091
0.09375,1092
0.1484375,1093
0.12890625,1094
0.173828125,1095
0.185546875,1096
0.134765625,1097
0.1484375,1098
0.197265625,1099
0.216796875,1100
0.23046875,1101
0.220703125,1102
0.083984375,1103
0.162109375,1104
0.232421875,1105
0.1875,1106
0.18359375,1107
0.146484375,1108
0.087890625,1109
0.177734375,1110
0.224609375,1111
0.27734375,1112
0.205078125,1113
0.080078125,1114
0.13671875,1115
0.15625,1116
0.173828125,1117
0.2109375,1118
0.048828125,1119
