@RELATION 'Music feature'
%rows=1
%columns=12922
%sample_rate=22050
%window_size=512
%step_size=512

@ATTRIBUTE 'Distances in phase domain' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.06596715,1072
0.106841534,1073
0.06442893,1074
0.036237128,1075
0.022305364,1076
0.01533951,1077
0.014146098,1078
0.011049075,1079
0.009829121,1080
0.006759995,1081
0.12422384,1082
0.08890293,1083
0.044597812,1084
0.020086385,1085
0.010298905,1086
0.012250145,1087
0.009241308,1088
0.007892737,1089
0.007691187,1090
0.14935015,1091
0.11657807,1092
0.09426642,1093
0.059186075,1094
0.03122222,1095
0.021085104,1096
0.015101634,1097
0.015178183,1098
0.009664707,1099
0.07240515,1100
0.107684635,1101
0.060573123,1102
0.030124327,1103
0.01307783,1104
0.008562218,1105
0.0108155105,1106
0.0086577125,1107
0.006901784,1108
0.08293944,1109
0.09734366,1110
0.06425938,1111
0.032925405,1112
0.021480167,1113
0.015309791,1114
0.013919646,1115
0.01227545,1116
0.009203498,1117
0.010856888,1118
0.12663996,1119
0.08528978,1120
0.042309985,1121
0.018712979,1122
0.01021468,1123
0.011716299,1124
0.0090547595,1125
0.009275145,1126
0.0062866444,1127
0.15601705,1128
0.11617958,1129
0.08578025,1130
0.055802874,1131
0.02988096,1132
0.021785283,1133
0.014741968,1134
0.014380733,1135
0.010189055,1136
0.08343888,1137
0.10457583,1138
0.062370624,1139
0.027575893,1140
0.012781092,1141
0.0047368053,1142
0.0025027376,1143
4.191078E-4,1144
3.5500404E-4,1145
0.09417527,1146
0.09331697,1147
0.057109773,1148
0.031700656,1149
0.01962658,1150
0.016280642,1151
0.012912519,1152
0.012127134,1153
0.009722661,1154
0.022051273,1155
0.12244581,1156
0.08057604,1157
0.03875782,1158
0.017296407,1159
0.010323289,1160
0.0117435,1161
0.009271249,1162
0.0087431455,1163
0.007371486,1164
0.17256077,1165
0.1145593,1166
0.08852024,1167
0.05345988,1168
0.02850685,1169
0.01975112,1170
0.015430558,1171
0.013138346,1172
0.010560299,1173
0.09585107,1174
0.09668623,1175
0.055863287,1176
0.024874747,1177
0.01181614,1178
0.0046596513,1179
0.0022361712,1180
4.1441896E-4,1181
3.5105884E-4,1182
0.10842221,1183
0.09099936,1184
0.05707971,1185
0.031295598,1186
0.022521852,1187
0.025837686,1188
0.026953345,1189
0.030003773,1190
0.035063516,1191
0.06388018,1192
0.13104655,1193
0.10095101,1194
0.06821653,1195
0.066489525,1196
0.07441501,1197
0.082177445,1198
0.09376475,1199
0.10808962,1200
0.11741226,1201
0.20601122,1202
0.16606845,1203
0.16414635,1204
0.14797628,1205
0.1430759,1206
0.13017417,1207
0.15168935,1208
0.17714103,1209
0.20089401,1210
0.30344567,1211
0.36399418,1212
0.39118266,1213
0.35648516,1214
0.33753186,1215
0.36373734,1216
0.42742962,1217
0.41325378,1218
0.39867043,1219
0.41209435,1220
0.4061791,1221
0.32723352,1222
0.28988978,1223
0.1980739,1224
0.16746585,1225
0.18802784,1226
0.16096203,1227
0.14285326,1228
0.13821669,1229
0.17138842,1230
0.13364376,1231
0.13057074,1232
0.10979139,1233
0.18188979,1234
0.26323536,1235
0.27187747,1236
0.24596274,1237
0.22391464,1238
0.22486256,1239
0.1786486,1240
0.15628755,1241
0.12158481,1242
0.08463518,1243
0.06974027,1244
0.06023698,1245
0.063946754,1246
0.05761104,1247
0.19876547,1248
0.27013612,1249
0.2508259,1250
0.24096808,1251
0.20743926,1252
0.19088082,1253
0.16199552,1254
0.12883626,1255
0.113488115,1256
0.23968144,1257
0.30464247,1258
0.37102088,1259
0.34361258,1260
0.3638887,1261
0.36019677,1262
0.3248543,1263
0.36356425,1264
0.29483598,1265
0.39901105,1266
0.44842723,1267
0.3693285,1268
0.29263076,1269
0.21990764,1270
0.21921481,1271
0.2167852,1272
0.19832642,1273
0.17612028,1274
0.22293544,1275
0.22631253,1276
0.19310907,1277
0.16565487,1278
0.1404304,1279
0.13219933,1280
0.13387011,1281
0.106894836,1282
0.09729856,1283
0.08919831,1284
0.38377082,1285
0.35019088,1286
0.20159791,1287
0.11645957,1288
0.08831625,1289
0.07854613,1290
0.06087055,1291
0.0503952,1292
0.045656785,1293
0.1429744,1294
0.10183233,1295
0.059523944,1296
0.04289531,1297
0.03261723,1298
0.031697128,1299
0.031445496,1300
0.028000085,1301
0.021976845,1302
0.21666831,1303
0.36515334,1304
0.25034374,1305
0.12700976,1306
0.07636626,1307
0.068214215,1308
0.052299693,1309
0.035704814,1310
0.027466033,1311
0.09538541,1312
0.14313616,1313
0.11116079,1314
0.08281075,1315
0.045542434,1316
0.027440358,1317
0.028246572,1318
0.018559404,1319
0.017220706,1320
0.029987361,1321
0.3876143,1322
0.32962263,1323
0.16618781,1324
0.09144623,1325
0.06854144,1326
0.06183529,1327
0.038423117,1328
0.027810426,1329
0.021500323,1330
0.15465422,1331
0.09912655,1332
0.05400344,1333
0.030335987,1334
0.021395456,1335
0.024556123,1336
0.021302171,1337
0.016843768,1338
0.012087869,1339
0.25555614,1340
0.36214724,1341
0.24742861,1342
0.11334763,1343
0.07501629,1344
0.06776871,1345
0.04971404,1346
0.034104906,1347
0.02566972,1348
0.10660418,1349
0.14792657,1350
0.11196899,1351
0.07768312,1352
0.04316209,1353
0.028570343,1354
0.028768802,1355
0.021390067,1356
0.017083101,1357
0.056779046,1358
0.40287006,1359
0.33279744,1360
0.1538814,1361
0.08670613,1362
0.065266,1363
0.060649976,1364
0.039390672,1365
0.028964447,1366
0.020386728,1367
0.15953308,1368
0.09191213,1369
0.053389657,1370
0.029033352,1371
0.022488423,1372
0.026162278,1373
0.022859046,1374
0.015869372,1375
0.010883873,1376
0.28255573,1377
0.35661724,1378
0.23697063,1379
0.11224515,1380
0.074121706,1381
0.06657724,1382
0.048175614,1383
0.033679325,1384
0.025712723,1385
0.11581034,1386
0.14876309,1387
0.10552004,1388
0.071891814,1389
0.04224252,1390
0.028410377,1391
0.029630555,1392
0.021385571,1393
0.016768971,1394
0.09277246,1395
0.38389456,1396
0.3162542,1397
0.14600858,1398
0.08769867,1399
0.067445084,1400
0.061741244,1401
0.039443437,1402
0.028383674,1403
0.023770373,1404
0.16799036,1405
0.093072586,1406
0.054159787,1407
0.029492492,1408
0.022284241,1409
0.02830692,1410
0.024259884,1411
0.016780375,1412
0.011006239,1413
0.3185293,1414
0.35606128,1415
0.2044688,1416
0.11108025,1417
0.07573198,1418
0.068201214,1419
0.047181297,1420
0.03244819,1421
0.025663516,1422
0.1320303,1423
0.14738038,1424
0.103055775,1425
0.07326144,1426
0.04086861,1427
0.05663823,1428
0.049162187,1429
0.032489613,1430
0.020242143,1431
0.12444039,1432
0.39417958,1433
0.27854234,1434
0.13672459,1435
0.08555016,1436
0.0661,1437
0.057630368,1438
0.03650715,1439
0.027562415,1440
0.03835835,1441
0.15566619,1442
