@RELATION 'Music feature'
%rows=1
%columns=12922
%sample_rate=22050
%window_size=512
%step_size=512

@ATTRIBUTE 'Spectral centroid' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
2662.5017,1332
1950.9102,1333
744.6022,1334
659.91455,1335
707.3728,1336
878.1615,1337
692.9775,1338
619.7339,1339
5248.8276,1340
5075.362,1341
4449.6206,1342
3863.4446,1343
2864.992,1344
2184.948,1345
1732.2692,1346
1758.0376,1347
1434.0631,1348
2683.0955,1349
2962.7922,1350
2128.4001,1351
3158.3672,1352
1354.3092,1353
863.5938,1354
1227.9822,1355
756.47955,1356
530.9503,1357
978.62103,1358
4658.9473,1359
5158.8267,1360
3902.7825,1361
3373.6257,1362
3167.226,1363
4841.6978,1364
3978.1707,1365
4200.797,1366
4372.2134,1367
2585.2122,1368
2539.1997,1369
1754.7479,1370
703.18787,1371
647.4451,1372
794.6398,1373
855.59326,1374
640.73865,1375
615.08374,1376
5249.3574,1377
4990.245,1378
4431.4624,1379
3456.698,1380
3139.0662,1381
1962.4321,1382
1849.0638,1383
1547.4432,1384
1555.0371,1385
2741.1506,1386
3166.3545,1387
2058.0857,1388
2868.2454,1389
1308.1425,1390
884.44183,1391
1188.1201,1392
712.73315,1393
476.938,1394
2093.2085,1395
4552.8,1396
5197.3364,1397
3705.278,1398
3518.9954,1399
3075.7793,1400
2551.3245,1401
1653.6201,1402
1368.9371,1403
1864.6403,1404
2440.6152,1405
2371.4377,1406
1584.8411,1407
717.9135,1408
696.19244,1409
919.6691,1410
963.09985,1411
637.4095,1412
686.5923,1413
5227.495,1414
4699.582,1415
4469.2295,1416
3129.9563,1417
3176.6052,1418
1866.4576,1419
2134.9307,1420
1486.3387,1421
1819.3052,1422
2768.1775,1423
3390.3086,1424
2090.669,1425
2656.898,1426
1313.5402,1427
1824.3412,1428
1765.1521,1429
1142.1708,1430
627.433,1431
3180.5503,1432
4618.244,1433
4982.6157,1434
3639.632,1435
3078.2683,1436
3231.3745,1437
4012.1445,1438
3214.1648,1439
3507.2852,1440
3240.5552,1441
2276.051,1442
1956.4219,1443
1458.1934,1444
748.4419,1445
722.5382,1446
988.81323,1447
875.25964,1448
713.725,1449
709.2647,1450
5189.816,1451
4785.325,1452
4608.0107,1453
2850.3254,1454
3236.2886,1455
1906.6692,1456
2137.608,1457
1524.564,1458
1820.1278,1459
2755.3508,1460
3478.183,1461
2150.8896,1462
2555.4412,1463
1293.4286,1464
999.4131,1465
1077.1653,1466
720.59607,1467
533.4948,1468
3926.2622,1469
4833.535,1470
4924.9683,1471
3721.1746,1472
2851.4622,1473
3648.0894,1474
3789.2874,1475
3681.7905,1476
3776.5964,1477
3097.3403,1478
2255.2822,1479
1865.9182,1480
1563.8575,1481
836.69324,1482
833.62445,1483
1240.5929,1484
1191.2617,1485
855.2552,1486
890.88385,1487
4882.138,1488
4465.4546,1489
4460.493,1490
2844.7478,1491
3100.9832,1492
2026.4469,1493
1953.6302,1494
1598.0487,1495
1671.6421,1496
2653.9602,1497
3327.736,1498
2288.7554,1499
2290.1934,1500
1191.0477,1501
2028.4777,1502
1845.209,1503
1217.2415,1504
791.39923,1505
4410.5513,1506
4982.0186,1507
4563.0747,1508
3733.745,1509
2863.0034,1510
3546.9995,1511
3463.1511,1512
2914.8582,1513
3254.3787,1514
3154.2942,1515
2045.5419,1516
1404.9354,1517
1403.3638,1518
798.6413,1519
733.69916,1520
1314.3597,1521
1139.3922,1522
831.6982,1523
864.02454,1524
4734.375,1525
4563.5073,1526
4077.104,1527
2969.2175,1528
3021.137,1529
2224.4058,1530
1821.2063,1531
1582.3652,1532
1419.0369,1533
2676.5796,1534
3353.7827,1535
2401.1042,1536
2090.2632,1537
1442.9937,1538
4958.598,1539
4368.169,1540
3072.846,1541
2419.4788,1542
2973.523,1543
3832.6846,1544
2725.9734,1545
2132.7815,1546
1347.1603,1547
3916.0693,1548
3043.7036,1549
2483.7397,1550
2154.8076,1551
2564.0698,1552
2081.0625,1553
1522.2292,1554
1471.5532,1555
736.75055,1556
804.51373,1557
1357.4716,1558
1205.5364,1559
991.21295,1560
1130.8934,1561
4603.0093,1562
4941.2065,1563
3749.7627,1564
3175.3025,1565
2610.8972,1566
2269.0947,1567
1845.1777,1568
1691.3347,1569
1296.0013,1570
2794.8672,1571
2962.1484,1572
2337.1633,1573
2001.5746,1574
1082.0156,1575
2080.68,1576
1973.7655,1577
959.4604,1578
914.3366,1579
4810.4463,1580
4775.7617,1581
4416.5063,1582
3545.0996,1583
3113.611,1584
3702.356,1585
3475.3606,1586
3132.8035,1587
3046.0488,1588
2960.2693,1589
2502.4092,1590
1465.3237,1591
1493.556,1592
820.2957,1593
